Unnamed: 0,timestamp,ID1_tag_3,ID2_tag_4,ID2_tag_5,DP2_tag_1,DP2_tag_2
0,2023-05-01 00:00:00,3447.4853,700.1,302.66612,161.50274,700.5398600000001
1,2023-05-01 00:05:00,3504.7811,656.1010200000001,302.0503,161.6663,700.3100400000001
2,2023-05-01 00:10:00,3502.034,530.42154,299.6361,161.59118,701.77178
3,2023-05-01 00:15:00,3367.4942,637.79122,300.44692,161.44102,700.03656
4,2023-05-01 00:20:00,3239.554,663.0366,302.76716,161.29916,699.19614
5,2023-05-01 00:25:00,3265.101,634.44678,302.43934,161.17732,699.6228600000001
6,2023-05-01 00:30:00,3310.398200000001,607.49618,300.60778,161.19734,701.57702
7,2023-05-01 00:35:00,3358.7408,620.08014,300.7598,161.20454,698.59348
8,2023-05-01 00:40:00,3378.2099,664.4362199999999,301.8676,161.1116,700.0678
9,2023-05-01 00:45:00,3378.9974,650.47126,302.02308,159.26664,700.07908
10,2023-05-01 00:50:00,3376.7097,640.9564,302.20728,158.86958,699.05
11,2023-05-01 00:55:00,3404.0961,631.85136,301.60404,159.72234,698.73662
12,2023-05-01 01:00:00,3471.4024,648.88,302.23792,160.6118,701.0074000000001
13,2023-05-01 01:05:00,3485.8094,693.3162199999999,303.77098,160.91046,700.36456
14,2023-05-01 01:10:00,3469.5449,646.04666,303.37036,161.16246,699.38228
15,2023-05-01 01:15:00,3470.8064,657.2384599999999,303.11898,161.49278,698.53458
16,2023-05-01 01:20:00,3476.7749,672.9368400000001,304.69756,161.47438,700.82374
17,2023-05-01 01:25:00,3467.2698,724.36028,307.50666,161.44272,701.04768
18,2023-05-01 01:30:00,3466.1183,720.56998,308.31634,161.51438,699.57062
19,2023-05-01 01:35:00,3461.7878,690.81164,309.52046,161.42766,699.6025
20,2023-05-01 01:40:00,3455.7416,693.27208,310.38124,161.68308,699.96366
21,2023-05-01 01:45:00,3456.4117,720.3764199999999,311.51122,161.7599,700.5474
22,2023-05-01 01:50:00,3462.8938,689.06986,311.62238,161.7098,700.01062
23,2023-05-01 01:55:00,3435.7485,678.1457399999999,311.36508,161.19754,700.54192
24,2023-05-01 02:00:00,3092.4708,689.29316,310.71124,161.02222,699.57546
25,2023-05-01 02:05:00,3070.5681,714.18886,309.9759,160.39646,698.141
26,2023-05-01 02:10:00,3449.0628,633.90202,310.06106,161.38762,698.92454
27,2023-05-01 02:15:00,3523.8523,648.0623800000001,309.16678,161.47268,698.6795
28,2023-05-01 02:20:00,3501.0949,681.05436,309.74826,160.46654,698.97582
29,2023-05-01 02:25:00,3457.786,726.8798800000001,308.96652,160.08614,701.1891600000001
30,2023-05-01 02:30:00,3276.4569,687.30216,304.9926400000001,161.13914,701.01416
31,2023-05-01 02:35:00,3200.3708,673.9009,303.02632,161.65474,699.15186
32,2023-05-01 02:40:00,3293.2489,663.5677,305.63746,162.60416,699.59584
33,2023-05-01 02:45:00,3317.5561,622.6262399999999,305.82958,162.9496,699.53192
34,2023-05-01 02:50:00,3328.0791,724.37014,305.4123,163.35168,699.95302
35,2023-05-01 02:55:00,3381.5065,668.68768,304.37532,163.39614,699.6040399999999
36,2023-05-01 03:00:00,3401.8339,662.4690800000001,302.72942,163.45614,700.20048
37,2023-05-01 03:05:00,3353.8818,670.18072,301.15238,163.3367,701.25806
38,2023-05-01 03:10:00,3315.123399999999,696.8237799999999,299.7871,163.30002,699.2765
39,2023-05-01 03:15:00,3347.8857,679.9935800000001,298.42038,163.28836,700.90276
